sel,title,artist,album,track_n,genre,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,lyrics
1759,Sacrifices,Drake,,,canadian hip hop,2017,139,44,90,-12,14,53,308,4,40,61,
1760,KMT,Drake,,,canadian hip hop,2017,120,60,88,-7,13,9,163,2,4,61,
1761,Sandra’s Rose,Drake,,,canadian hip hop,2018,152,85,49,-5,14,52,216,5,25,61,
1762,How Bout Now,Drake,,,canadian hip hop,2019,122,40,79,-8,22,47,236,21,23,61,
1763,Deep Pockets,Drake,,,canadian hip hop,2020,78,82,47,-4,61,37,223,48,16,61,
1764,Yummy - Summer Walker Remix,Justin Bieber,,,canadian pop,2020,146,58,66,-6,11,55,209,31,5,61,
1765,Too Close,Sir Chloe,,,indie pop,2020,166,56,42,-6,19,54,171,17,5,61,
1766,Get You (feat. Kali Uchis),Daniel Caesar,,,canadian contemporary r&b,2016,74,30,66,-9,8,36,277,43,3,61,
1767,Falling In Love,Cigarettes After Sex,,,ambient pop,2019,141,27,36,-12,13,34,246,73,3,61,
1768,Futura Free,Frank Ocean,,,alternative r&b,2016,83,68,27,-12,50,20,564,77,51,61,
1769,...baby one more time,The Marías,,,bedroom pop,2019,180,17,71,-15,11,68,125,64,5,61,
1770,Older Than I Am,Lennon Stella,,,canadian pop,2020,117,31,44,-9,10,20,182,89,4,61,
1771,Strangers,Sigrid,,,dance pop,2019,115,72,76,-6,8,13,234,1,4,61,
1772,Long Hot Summer Day,Turnpike Troubadours,,,red dirt,2010,145,65,48,-6,9,56,252,10,3,61,
1773,No Goodbyes,Dua Lipa,,,dance pop,2017,109,71,68,-5,8,31,216,1,4,61,
1774,Por Besarte,LU,,,latin,2004,176,78,44,-4,7,53,217,19,4,61,
1775,Se Te Olvidó,Kalimba,,,latin,2008,114,50,78,-6,10,35,269,18,3,61,
1776,Bésame,Camila,,,latin,2010,174,39,26,-8,8,17,252,5,3,61,
1777,Qué Vida la Mía,Reik,,,latin,2007,98,80,76,-5,18,80,171,5,4,61,
1778,Dime Ven,Motel,,,latin pop,2006,145,90,56,-4,8,64,221,0,3,61,
1779,Tocando Fondo,Kalimba,,,latin,2004,132,51,61,-6,11,31,246,10,3,61,
1780,Sólo el Amor Lastima Así (Only Love Can Hurt Like This),María José,,,latin,2013,91,81,55,-4,23,76,234,1,3,61,
1781,Es Por Ti,Inspector,,,latin alternative,2009,174,92,62,-5,28,80,216,2,8,61,
1782,Of The Night,Bastille,,,metropopolis,2013,125,83,67,-7,9,35,214,2,4,61,
1783,TQM,Little Jesus,,,indie rock mexicano,2016,105,39,58,-9,33,24,319,1,3,61,
1784,Visita,Enjambre,,,indie rock mexicano,2010,152,92,56,-3,5,93,224,11,4,61,
1785,Plural Siendo Singular,José Madero,,,mexican indie,2016,76,47,49,-9,26,67,210,53,5,61,
1786,Run For Cover,The Killers,,,modern rock,2017,165,95,47,-3,35,50,222,0,13,61,
1787,Still Breathing,Green Day,,,permanent wave,2016,75,90,54,-4,8,69,225,1,4,61,
1788,Ghost,Badflower,,,modern alternative rock,2019,140,84,51,-5,21,33,260,1,6,61,
1789,Chocolate,The 1975,,,modern alternative rock,2013,100,94,59,-4,38,68,225,0,5,61,
1790,Desire - Gryffin Remix,Years & Years,,,dance pop,2015,122,88,54,-5,16,42,269,6,5,61,
1791,Just Got Paid,Sigala,,,dance pop,2018,120,92,73,-2,20,65,218,3,9,61,
1792,Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,,,complextro,2012,128,74,60,-3,9,46,217,11,4,61,
1793,Shed a Light,Robin Schulz,,,dance pop,2016,122,79,48,-5,26,58,191,11,10,61,
1794,Therapy,Timmy Trumpet,,,australian dance,2019,150,90,50,-6,13,4,151,0,4,61,
1795,Stay (feat. Maty Noyes),Kygo,,,edm,2016,103,74,65,-8,17,38,239,4,4,61,
1796,Let Me Hold You (Turn Me On),Cheat Codes,,,dance pop,2016,103,77,68,-3,35,27,162,10,8,61,
1797,Lullaby,R3HAB,,,dance pop,2018,128,80,63,-4,6,26,160,3,4,61,
1798,Cecilia And The Satellite,Andrew McMahon in the Wilderness,,,hopebeat,2014,194,84,38,-7,32,24,224,1,14,61,
1799,The Sound,The 1975,,,modern alternative rock,2016,121,94,65,-5,48,57,249,9,8,61,
1800,Cosmic Love,Florence + The Machine,,,baroque pop,2009,140,81,52,-5,12,10,256,14,4,61,
1801,Hey There Delilah,Plain White T's,,,neo mellow,2006,104,45,52,-8,10,31,233,83,3,61,
1802,I'm Like A Bird,Nelly Furtado,,,canadian latin,2000,90,61,62,-5,27,61,243,14,4,61,
1803,Big Yellow Taxi,Counting Crows,,,alternative rock,2002,88,87,67,-4,21,82,227,0,5,61,
1804,Hero,Enrique Iglesias,,,dance pop,2001,152,65,58,-6,11,15,265,14,4,61,
1805,This I Promise You,*NSYNC,,,boy band,2000,166,58,55,-6,12,48,284,37,3,61,
1806,Pretty Boy,M2M,,,candy pop,2000,87,61,58,-6,14,20,279,3,2,61,
1807,There She Goes,Sixpence None The Richer,,,neo mellow,1997,120,79,50,-6,10,46,164,0,3,61,
1808,This Kiss,Faith Hill,,,contemporary country,2007,187,83,48,-6,35,65,195,14,4,61,
1809,Bailando,Paradisio,,,bubblegum dance,1997,133,94,65,-9,12,84,229,8,4,61,
1810,You,Ten Sharp,,,,1991,174,90,41,-8,19,67,273,43,3,61,
1811,Unpretty,TLC,,,atl hip hop,1999,89,62,65,-6,11,51,278,0,4,61,
1812,I Wanna Be Down,Brandy,,,dance pop,1994,86,47,70,-7,73,66,292,18,4,61,
1813,Just the Two of Us (feat. Bill Withers),"Grover Washington, Jr.",,,jazz funk,1979,96,49,80,-9,8,62,237,57,8,61,
1814,A Little Respect,Erasure,,,dance pop,1988,114,60,60,-13,24,60,213,1,3,61,
1815,All Right,Christopher Cross,,,adult standards,1983,133,65,71,-5,23,50,254,17,4,61,
1816,"Get Outta My Dreams, Get Into My Car",Billy Ocean,,,dance rock,2010,117,91,67,-6,34,92,284,9,4,61,
1817,Fame - Rerecorded,Irene Cara,,,disco,2018,131,80,71,-7,8,94,319,7,3,61,
1818,Kiss on My List,Daryl Hall & John Oates,,,album rock,1980,121,74,82,-9,7,97,265,43,3,61,
1819,Can't Smile Without You,Barry Manilow,,,adult standards,1978,98,52,42,-10,15,48,193,49,3,61,
1820,My Eyes Adored You,Frankie Valli,,,adult standards,1975,138,50,46,-10,14,39,212,24,3,61,
1821,Cry Baby,Janis Joplin,,,blues rock,1971,83,42,47,-10,5,50,239,51,3,61,
1822,"Knowing Me, Knowing You",ABBA,,,europop,1976,107,73,55,-7,24,91,242,4,3,61,
1823,Do You Realize??,The Flaming Lips,,,alternative rock,2002,130,80,46,-5,39,55,213,1,3,61,
1824,Just,Radiohead,,,alternative rock,1995,176,77,29,-7,8,36,235,0,9,61,
1825,Elderly Woman Behind the Counter in a Small Town (Remastered),Pearl Jam,,,alternative rock,1993,182,49,29,-9,10,18,196,5,3,61,
1826,Don't Look Back into the Sun,The Libertines,,,alternative rock,2003,176,85,21,-4,26,59,180,1,12,61,
1827,The Hand That Feeds,Nine Inch Nails,,,alternative metal,2005,128,99,59,-4,10,49,212,2,8,61,
1828,Glycerine - Remastered,Bush,,,alternative metal,1994,114,34,42,-11,9,9,266,3,3,61,
1829,The Distance,Cake,,,alternative rock,1996,183,75,46,-8,6,89,180,1,9,61,
1830,I Am (feat. Flo Milli),Yung Baby Tate,,,escape room,2020,144,84,93,-4,7,92,182,9,15,61,
1831,This Is How We Do,Katy Perry,,,dance pop,2013,96,64,69,-6,15,80,204,2,5,61,
1832,Cool for the Summer,Demi Lovato,,,dance pop,2015,114,61,58,-6,14,34,215,0,4,61,
1833,my hair,Ariana Grande,,,dance pop,2020,92,53,69,-7,14,35,158,8,4,61,
1834,November 18th,Drake,,,canadian hip hop,2009,72,48,75,-11,10,53,188,58,51,60,
1835,Find Your Love,Drake,,,canadian hip hop,2010,96,61,63,-6,3,76,209,2,17,60,
1836,All Me,Drake,,,canadian hip hop,2013,122,52,67,-7,22,43,272,7,40,60,
1837,Company,Drake,,,canadian hip hop,2015,108,55,65,-8,17,12,253,4,5,60,
1838,All Around The World,Justin Bieber,,,canadian pop,2012,128,82,69,-4,18,78,245,2,18,60,
1839,Carmen,Lana Del Rey,,,art pop,2012,100,43,52,-10,13,4,249,10,3,60,
1840,Lose It,SWMRS,,,modern alternative rock,2016,112,41,79,-10,11,56,241,33,5,60,
1841,If You Want To,beabadoobee,,,bedroom pop,2018,116,53,67,-6,13,37,224,11,3,60,
1842,Is It Really Me You're Missing,Nina Nesbitt,,,dance pop,2019,148,30,54,-6,12,5,233,65,7,60,
1843,Pills N Potions,Nicki Minaj,,,dance pop,2014,170,60,39,-8,4,17,268,1,21,60,
1844,7UP,Boy In Space,,,electropop,2019,135,47,62,-7,11,23,204,2,3,60,
1845,Touch,Dillon Francis,,,brostep,2020,104,64,74,-7,11,61,178,22,6,60,
1846,Natalie Don't,RAYE,,,dance pop,2020,124,53,81,-5,28,85,194,18,4,60,
1847,De Qué Me Sirve la Vida,Camila,,,latin,2010,149,47,41,-7,14,18,248,29,3,60,
1848,Mientes Tan Bien,Sin Bandera,,,latin,2007,136,19,62,-15,11,49,229,88,3,60,
1849,Estés Donde Estés,Ha*Ash,,,latin,2003,133,78,67,-8,34,82,241,13,3,60,
1850,Llorar (feat. Mario Domm),Jesse & Joy,,,latin,2012,170,48,31,-6,11,23,226,22,3,60,
1851,Decidiste Dejarme,Camila,,,latin,2014,124,75,60,-5,24,30,211,1,3,60,
1852,Monitor,Volován,,,latin alternative,2006,126,96,58,-3,31,38,238,0,4,60,
1853,Y Tú Te Vas,Chayanne,,,latin,1998,140,62,62,-8,19,49,285,2,3,60,
1854,Miedo,Pepe Aguilar,,,latin talent show,2004,120,40,62,-10,11,22,276,45,3,60,
1855,Amigos No por Favor (Primera Fila) - En Vivo,Yuridia,,,latin,2017,138,72,56,-7,96,53,225,23,3,60,
1856,Te Voy a Perder,Alejandro Fernández,,,latin,2007,195,53,36,-8,10,25,250,35,4,60,
1857,Faded,ZHU,,,edm,2014,125,48,87,-7,11,61,223,1,5,60,
1858,Fun (feat. Chris Brown),Pitbull,,,dance pop,2014,114,77,79,-4,19,55,202,16,5,60,
1859,Hold My Hand,Jess Glynne,,,australian pop,2015,123,82,64,-6,8,43,227,0,3,60,
1860,Bitch I'm Madonna,Madonna,,,dance pop,2015,150,63,72,-6,18,52,227,5,13,60,
1861,Vicio,Camilo Séptimo,,,latin alternative,2017,120,45,73,-8,11,76,278,3,4,60,
1862,Afortunadamente No Eres Tu,Paty Cantú,,,latin,2010,131,85,74,-7,9,76,189,9,4,60,
1863,Acuérdate de Mí,Matisse,,,latin arena pop,2017,152,52,52,-6,9,22,237,49,4,60,
1864,Bored To Death,blink-182,,,pop punk,2016,160,97,50,-4,12,64,236,1,9,60,
1865,Burn Out (feat. Dewain Whitmore),Martin Garrix,,,dance pop,2018,128,72,59,-6,7,41,200,2,4,60,
1866,Reality (feat. Janieck Devy) - Radio Edit,Lost Frequencies,,,belgian edm,2016,122,70,71,-8,7,60,159,2,3,60,
1867,King,Years & Years,,,dance pop,2015,120,86,56,-4,38,43,215,6,4,60,
1868,Came Here for Love,Sigala,,,dance pop,2018,125,87,70,-3,12,72,203,2,5,60,
1869,Without You,Parachute,,,acoustic pop,2016,96,86,56,-5,18,53,229,8,3,60,
1870,On And On,The Score,,,modern alternative rock,2017,77,73,53,-5,21,39,216,4,4,60,
1871,Big Girls Don't Cry (Personal),Fergie,,,dance pop,2006,113,64,71,-4,9,25,268,21,3,60,
1872,Meet Me Halfway,Black Eyed Peas,,,dance pop,2009,130,63,80,-7,32,40,284,0,7,60,
1873,Because of You,Kelly Clarkson,,,dance pop,2012,140,58,58,-5,20,12,220,24,3,60,
1874,Telephone,Lady Gaga,,,dance pop,2009,122,83,83,-6,11,71,221,1,4,60,
1875,Just Say Yes,Snow Patrol,,,irish rock,2009,108,89,54,-6,3,26,281,2,3,60,
1876,Side,Travis,,,britpop,2001,91,85,46,-5,47,53,239,0,3,60,
1877,Over You,Daughtry,,,alternative metal,2006,156,92,42,-3,10,57,205,2,4,60,
1878,Never Had A Dream Come True,S Club 7,,,bubblegum dance,2000,123,53,64,-6,9,43,240,51,3,60,
1879,All or Nothing,O-Town,,,boy band,2003,127,45,65,-6,25,23,251,26,3,60,
1880,"Baby, I Love Your Way",Big Mountain,,,reggae,1994,148,75,65,-7,21,78,250,5,7,60,
1881,What Can I Do,The Corrs,,,bow pop,1998,78,52,63,-8,10,69,259,34,4,60,
1882,C'est La Vie,B*Witched,,,bubblegum dance,1998,109,94,71,-5,5,94,174,10,3,60,
1883,Karma Chameleon,Culture Club,,,dance rock,1989,92,47,67,-15,12,96,242,23,3,60,
1884,Last Night a D.J. Saved My Life,Indeep,,,disco,2012,113,66,85,-8,12,86,253,5,21,60,
1885,Leather and Lace (with Don Henley),Stevie Nicks,,,heartland rock,1991,76,40,55,-12,11,39,229,66,3,60,
1886,(They Long To Be) Close To You,Carpenters,,,adult standards,1970,89,25,53,-15,12,24,276,71,3,60,
1887,Bad Girls,Donna Summer,,,dance pop,1979,121,70,86,-15,41,97,295,0,4,60,
1888,Stumblin' In - 2017 Remaster,Suzi Quatro,,,classic uk pop,1978,129,72,76,-11,35,92,240,13,3,60,
1889,I Saw the Light - 2015 Remaster,Todd Rundgren,,,album rock,1972,120,67,50,-12,17,58,180,21,3,60,
1890,Criminal,Fiona Apple,,,art pop,1996,90,80,60,-8,30,59,342,1,3,60,
1891,Obstacle 1,Interpol,,,alternative dance,2002,121,94,38,-5,7,39,251,0,6,60,
1892,3 Libras,A Perfect Circle,,,alternative metal,2000,144,74,52,-8,8,21,220,0,4,60,
1893,Molly's Chambers,Kings of Leon,,,modern rock,2003,146,91,60,-4,22,95,135,22,5,60,
1894,Can't Stand Me Now,The Libertines,,,alternative rock,2004,164,94,37,-3,9,57,204,1,6,60,
1895,Mysterious Ways,U2,,,irish rock,1991,100,66,67,-8,11,70,244,0,3,60,
1896,Get Free,The Vines,,,alternative rock,2002,139,98,50,-3,29,60,127,0,6,60,
1897,Radioactive,Imagine Dragons,,,modern rock,2012,136,78,45,-4,67,24,187,11,6,60,
1898,Cry About It Later,Katy Perry,,,dance pop,2020,126,67,70,-6,25,44,190,8,7,60,
1899,Remedy,Adele,,,british soul,2015,162,30,41,-6,15,24,245,89,4,60,
1900,Million Years Ago,Adele,,,british soul,2015,106,27,72,-8,11,18,227,74,3,60,
1901,Successful (feat. Trey Songz & Lil Wayne),Drake,,,canadian hip hop,2009,160,54,56,-5,17,23,375,54,37,59,
1902,Uptown (feat. Bun B & Lil Wayne),Drake,,,canadian hip hop,2009,85,82,42,-3,10,42,382,0,34,59,
1903,Star67,Drake,,,canadian hip hop,2015,92,39,52,-8,20,17,295,75,17,59,
1904,Preach,Drake,,,canadian hip hop,2015,65,51,61,-8,10,39,237,17,42,59,
1905,6 Man,Drake,,,canadian hip hop,2015,84,54,57,-9,11,33,168,22,51,59,
1906,Jorja Interlude,Drake,,,canadian hip hop,2017,123,37,74,-10,29,24,108,76,10,59,
1907,Ice Melts,Drake,,,canadian hip hop,2017,125,55,81,-8,39,60,251,8,35,59,
1908,Survival,Drake,,,canadian hip hop,2018,77,60,56,-9,12,14,136,13,38,59,
1909,8 Out Of 10,Drake,,,canadian hip hop,2018,171,69,53,-8,50,31,196,16,74,59,
1910,Peak,Drake,,,canadian hip hop,2018,92,22,69,-14,11,27,206,85,4,59,
1911,Summer Games,Drake,,,canadian hip hop,2018,136,48,78,-11,11,13,248,48,4,59,
1912,After Dark (feat. Static Major & Ty Dolla $ign),Drake,,,canadian hip hop,2018,142,43,69,-13,14,34,290,4,19,59,
1913,Girls Love Beyoncé (feat. James Fauntleroy),Drake,,,canadian hip hop,2019,126,49,62,-11,11,33,225,78,46,59,
1914,Losses,Drake,,,canadian hip hop,2020,86,57,55,-7,42,51,271,28,35,59,
1915,26,Paramore,,,candy pop,2017,90,29,56,-11,12,41,222,85,3,59,
1916,She's Mine Pt. 2,J. Cole,,,conscious hip hop,2016,70,19,49,-15,11,5,279,80,7,59,
1917,Say It - Spotify Studio Oyster Recording,girl in red,,,bedroom pop,2020,172,78,52,-7,28,75,173,3,3,59,
1918,Congratulations (feat. Bilal),Mac Miller,,,hip hop,2016,58,23,47,-13,18,21,256,95,5,59,
1919,Losing,H.E.R.,,,alternative r&b,2017,173,31,44,-13,11,15,226,36,26,59,
1920,4am,girl in red,,,bedroom pop,2018,169,39,42,-14,21,30,111,67,4,59,
1921,Careless Whisper,George Michael,,,new wave pop,1986,153,55,58,-12,13,80,303,23,4,59,
1922,Wishful Drinking,Tessa Violet,,,indie pop,2019,68,35,81,-8,12,40,195,55,31,59,
1923,Sad Tonight,Chelsea Cutler,,,electropop,2020,105,73,71,-8,19,46,178,31,28,59,
1924,Why Won’t You Love Me,5 Seconds of Summer,,,boy band,2018,135,78,61,-4,12,33,201,0,3,59,
1925,FOOLS,Troye Sivan,,,australian pop,2015,87,68,29,-6,15,37,220,19,7,59,
1926,Te Dejo en Libertad,Ha*Ash,,,latin,2012,144,53,47,-5,13,17,238,28,3,59,
1927,Ya Nada Queda,Kudai,,,dance pop,2004,150,65,54,-6,4,60,224,9,3,59,
1928,Llegaste tú,Jesse & Joy,,,latin,2006,146,53,55,-7,16,29,247,20,3,59,
1929,Sentimettal,Moderatto,,,latin,2006,142,90,66,-3,8,78,214,3,3,59,
1930,Mariposa Traicionera,Maná,,,latin,2002,101,79,77,-5,11,91,265,53,3,59,
1931,Cielo - 2002,Benny,,,latin,2003,121,72,59,-5,11,65,229,0,3,59,
1932,Si Tú Te Vas,Ximena Sariñana,,,latin,2019,184,72,66,-4,14,53,189,14,18,59,
1933,Única Testigo,Sabino,,,guadalajara indie,2018,174,69,64,-6,18,68,191,64,31,59,
1934,Mess Around,Cage The Elephant,,,indie rock,2015,150,93,42,-5,63,61,173,1,5,59,
1935,Missing You,All Time Low,,,modern rock,2015,100,73,56,-6,28,40,245,5,3,59,
1936,Forever And Always,Parachute,,,acoustic pop,2011,94,72,66,-6,5,44,249,1,3,59,
1937,Coming Home,Sheppard,,,australian indie,2017,144,94,61,-6,10,65,218,13,6,59,
1938,Miracle,The Score,,,modern alternative rock,2017,130,77,64,-4,27,59,206,6,4,59,
1939,Never Going Back,The Score,,,modern alternative rock,2017,160,62,55,-6,6,63,198,1,4,59,
1940,Kids,OneRepublic,,,dance pop,2016,100,73,60,-6,32,23,238,2,4,59,
1941,Counting Stars,OneRepublic,,,dance pop,2013,122,71,66,-5,12,48,257,7,4,59,
1942,The Last Of The Real Ones,Fall Out Boy,,,emo,2018,115,87,58,-5,19,56,230,1,4,59,
1943,Toxic,Britney Spears,,,dance pop,2018,143,84,77,-4,24,92,199,2,11,59,
1944,I'm Yours,Jason Mraz,,,acoustic pop,2008,151,43,69,-9,9,75,243,56,5,59,
1945,Unwritten,Natasha Bedingfield,,,dance pop,2004,100,80,71,-6,8,63,259,1,4,59,
1946,Nothing In My Way,Keane,,,neo mellow,2006,172,85,40,-5,9,87,240,0,3,59,
1947,Star Girl,McFly,,,boy band,2006,156,66,48,-4,6,76,208,0,3,59,
1948,The Game of Love (feat. Michelle Branch) - Main / Radio Mix,Santana,,,blues rock,2002,120,93,59,-3,6,67,254,7,5,59,
1949,Ever the Same,Rob Thomas,,,neo mellow,2005,188,73,44,-5,11,52,257,2,3,59,
1950,Unwell,Matchbox Twenty,,,neo mellow,2002,81,79,26,-5,71,43,229,3,4,59,
1951,Behind These Hazel Eyes,Kelly Clarkson,,,dance pop,2004,90,89,55,-5,20,43,199,0,4,59,
1952,Better Man,Robbie Williams,,,dance pop,2000,156,53,50,-7,14,28,203,20,3,59,
1953,Have You Ever,S Club 7,,,bubblegum dance,2001,140,70,59,-6,22,51,202,54,3,59,
1954,I'm Every Woman,Whitney Houston,,,dance pop,1992,120,85,67,-8,13,40,285,2,5,59,
1955,If It Makes You Happy,Sheryl Crow,,,folk,1996,95,68,54,-7,10,29,323,5,3,59,
1956,"Baby, Baby",Amy Grant,,,adult standards,1991,98,90,70,-4,4,92,237,43,3,59,
1957,How Deep Is Your Love,Take That,,,boy band,2005,100,45,79,-12,18,41,221,70,3,59,
1958,Again,Janet Jackson,,,dance pop,1993,130,29,36,-10,19,19,227,88,3,59,
1959,It's All Coming Back to Me Now - Radio Version,Céline Dion,,,canadian pop,1999,88,50,39,-8,10,28,330,72,4,59,
1960,Torn - Acoustic MTV Unplugged,Natalie Imbruglia,,,dance pop,2001,94,47,53,-8,11,50,186,72,5,59,
1961,How Could an Angel Break My Heart (with Toni Braxton),Kenny G,,,smooth jazz,1997,79,23,30,-16,9,15,262,27,4,59,
1962,I'll Never Break Your Heart,Backstreet Boys,,,boy band,1996,162,56,52,-6,19,34,287,9,3,59,
1963,Hard to Say I'm Sorry,Chicago,,,adult standards,2012,72,38,54,-9,25,19,232,71,2,59,
1964,Baby Jane - 2008 Remaster,Rod Stewart,,,adult standards,1983,123,80,64,-9,36,73,283,1,4,59,
1965,Good Life,Inner City,,,classic house,1989,121,78,72,-13,3,95,245,17,5,59,
1966,Never Knew Love Like This Before,Stephanie Mills,,,classic soul,1995,114,57,74,-14,7,74,325,38,3,59,
1967,I Just Want To Be Your Everything,Andy Gibb,,,adult standards,1977,97,65,65,-7,19,87,226,17,3,59,
1968,SOS,ABBA,,,europop,1975,125,71,42,-6,29,58,202,25,3,59,
1969,You're No Good,Linda Ronstadt,,,adult standards,1974,105,52,67,-10,13,63,224,25,3,59,
1970,I Wanna Be Your Lover,Prince,,,funk,1979,115,51,81,-9,7,73,348,4,5,59,
1971,Unbelievers,Vampire Weekend,,,baroque pop,2013,155,81,64,-8,17,82,203,15,5,59,
1972,Today - Remastered,The Smashing Pumpkins,,,alternative metal,1993,83,83,46,-8,5,41,201,0,3,59,
1973,Cold Hard Bitch,Jet,,,alternative rock,2003,130,90,46,-4,11,36,243,0,7,59,
1974,Holiday / Boulevard of Broken Dreams,Green Day,,,permanent wave,2004,167,83,29,-3,30,45,493,0,4,59,
1975,Woman,Wolfmother,,,alternative rock,2006,113,95,22,-4,16,17,176,0,18,59,
1976,ZERO:ATTITUDE (Feat. pH-1),SOYOU,,,k-pop,2021,120,95,74,-1,28,73,181,2,12,59,
1977,Thank U,U-KNOW,,,k-pop,2021,125,80,80,-3,42,60,191,6,11,59,
1978,Bang Bang Bang Bang,Sohodolls,,,electronic rock,2009,94,58,73,-7,11,37,182,54,3,59,
1979,Never Worn White,Katy Perry,,,dance pop,2020,138,35,54,-7,11,36,225,71,3,59,
1980,Not the End of the World,Katy Perry,,,dance pop,2020,158,74,51,-5,6,52,179,12,6,59,
1981,Harleys In Hawaii,Katy Perry,,,dance pop,2020,140,75,72,-6,12,74,185,16,13,59,
1982,Used To,Drake,,,canadian hip hop,2015,96,43,93,-8,8,30,268,7,11,58,
1983,No Long Talk,Drake,,,canadian hip hop,2017,97,61,91,-7,53,58,150,7,23,58,
1984,Nothings Into Somethings,Drake,,,canadian hip hop,2017,97,23,77,-8,36,26,154,33,16,58,
1985,Can't Have Everything,Drake,,,canadian hip hop,2017,82,57,86,-8,12,45,228,1,37,58,
1986,Talk Up (feat. Jay-Z),Drake,,,canadian hip hop,2018,140,49,76,-10,29,33,223,0,14,58,
1987,All That Matters,Justin Bieber,,,canadian pop,2014,130,51,70,-6,7,14,191,1,4,58,
1988,Be Alright,Justin Bieber,,,canadian pop,2012,107,36,80,-9,16,74,190,59,3,58,
1989,Radioactive,Kings of Leon,,,modern rock,2010,126,93,41,-5,12,36,206,1,5,58,
1990,Lowlife,That Poppy,,,,2016,146,83,63,-4,43,77,206,8,5,58,
1991,Sweet Creature,Harry Styles,,,pop,2017,104,26,43,-9,7,23,225,75,3,58,
1992,say anything,girl in red,,,bedroom pop,2018,150,59,55,-15,14,35,143,2,3,58,
1993,Take Me To Church,Hozier,,,irish singer-songwriter,2014,129,66,57,-5,12,44,242,63,5,58,
1994,Bisexual,GRLwood,,,louisville indie,2018,133,93,60,-6,7,64,120,1,7,58,
1995,CRZY,Kehlani,,,dance pop,2017,130,70,83,-7,16,69,192,23,27,58,
1996,Closer,Tegan and Sara,,,canadian indie,2013,137,75,59,-8,35,52,209,0,3,58,
1997,Please Don’t Touch,RAYE,,,dance pop,2019,118,75,79,-4,29,28,219,3,4,58,
1998,you were good to me - shallou remix,Jeremy Zucker,,,electropop,2020,156,44,36,-9,10,34,229,17,7,58,
1999,End This (L.O.V.E.),Hailee Steinfeld,,,dance pop,2020,192,43,62,-10,14,41,183,32,33,58,
2000,El Primer Dia Sin Ti,Danna Paola,,,latin,2007,120,56,74,-8,31,55,234,23,3,58,
2001,Abrázame,Camila,,,latin,2006,151,47,46,-7,10,32,231,42,5,58,
2002,Las Luces De Esta Ciudad,División Minúscula,,,latin alternative,2008,122,79,64,-4,10,74,267,2,3,58,
2003,Qué Voy a Hacer Con Mi Amor,Alejandro Fernández,,,latin,2004,166,47,53,-9,25,48,246,39,4,58,
2004,All Day,Kanye West,,,chicago rap,2015,123,65,86,-5,21,42,311,7,11,58,
2005,Haunted,Beyoncé,,,dance pop,2014,123,53,44,-9,51,33,369,10,8,58,
2006,Is This Love - Montmartre Remix,Bob Marley & The Wailers,,,reggae,2014,123,60,63,-7,12,50,269,9,14,58,
2007,We Are Young (feat. Janelle Monáe),fun.,,,baroque pop,2011,184,64,38,-6,8,74,251,2,8,58,
2008,Suit & Tie (feat. JAY Z) (feat. Jay-Z) - [Radio Edit],Justin Timberlake,,,dance pop,2013,102,61,80,-5,26,43,269,9,18,58,
2009,Todavía,Matisse,,,latin arena pop,2017,150,53,37,-5,11,21,240,27,3,58,
2010,Freeze Me,Death From Above 1979,,,alternative dance,2017,130,72,51,-6,23,54,198,0,3,58,
2011,Wall of Glass,Liam Gallagher,,,britpop,2017,182,94,35,-4,30,32,224,0,6,58,
2012,Black Honey,Thrice,,,post-hardcore,2016,152,89,44,-6,8,24,239,0,9,58,
2013,Take Me Home (feat. Bebe Rexha),Cash Cash,,,dance pop,2016,128,90,57,-2,19,48,206,6,21,58,
2014,Raging (feat. Kodaline),Kygo,,,edm,2016,100,69,55,-8,21,41,224,5,9,58,
2015,Love Is Madness (feat. Halsey),Thirty Seconds To Mars,,,modern rock,2018,106,68,38,-7,22,45,235,1,4,58,
